SURVEY,SURVEY,,NPS,NPS_TOELICHTING,GESLACHT,LEEFTIJD,ABOJAREN,CREATIE_DT,SUBSCRIPTION_KEY,TITEL_TEKST,ABO_TYPE,ELT_PROEF_GEHAD,EXIT_OPZEGREDEN
EXIT_Nieuws,EXIT_Nieuws,,3,n.v.t.,Man,65-74,Meer dan 30 jaar,8/4/2025,ARIA_AD_A1001077440,het AD,Compleet,,Te duur
LLT_Nieuws,LLT_Nieuws,,8,goede redactie,Vrouw,75 jaar of ouder,Meer dan 30 jaar,6/2/2025,ARIA_TR_A1000753558,Trouw,Compleet,,
LLT_Magazines,LLT_Magazines,,0,Ber altijd blij mee,Man,75 jaar of ouder,Meer dan 30 jaar,8/11/2025,SAP_DONAL_30517782_10,Donald Duck,Compleet,,
ELT_Nieuws,ELT_Nieuws,,3,Veel dunner tov van 5 jaar geleden. Veel komkommer nieuws. Jammer,Vrouw,35-44,1-2 maanden,8/18/2025,ARIA_TR_A1004102624,Trouw,Zaterdag+ (Hybride),Ja,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,65-74,Meer dan 30 jaar,7/28/2025,ARIA_TR_A1001962189,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,3,Ik wil een ander hiermee niet lastig vallen. Bovendien is een zbonnement niet goedkoop.,Man,75 jaar of ouder,Meer dan 30 jaar,2/17/2025,ARIA_ST_A1002695863,de Stentor,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,"een fijn dagblad, helemaal voor Amsterdammers!",Vrouw,75 jaar of ouder,6-10 jaar,8/11/2025,ARIA_HP_A1001317173,Het Parool,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,Redelijk tevreden,Man,65-74,Meer dan 30 jaar,6/2/2025,ARIA_ED_A1000909254,het ED,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,Fijne krant en meerdere jantien om nieuws te volgen.,Man,65-74,11-20 jaar,8/18/2025,ARIA_AD_A1002272105,het AD,Digital Only,,
ELT_Nieuws,ELT_Nieuws,,8,n.v.t.,Man,55-64,1-2 maanden,7/14/2025,ARIA_DG_A1004010449,de Gelderlander,Digitaal Basis,Ja,
EXIT_Nieuws,EXIT_Nieuws,,5,De prijs,Man,65-74,3-5 jaar,1/27/2025,ARIA_ST_A1000610933,de Stentor,Digital Only,,De prijs
LLT_Nieuws,LLT_Nieuws,,4,"Ik lees wel online parool, krant in de bus is meer van hetzelfde.",Vrouw,55-64,6-12 maanden,4/28/2025,ARIA_HP_A1002925962,Het Parool,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,Goed leesbare fijne krant,Man,35-44,1-2 jaar,8/4/2025,ARIA_AD_A1002278241,het AD,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,7,"Vee lezenswaardig, echter iedereen is anders en de prijs",Man,65-74,3-5 jaar,8/4/2025,ARIA_AD_A1003713633,het AD,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,45-54,11-20 jaar,3/31/2025,ARIA_DG_A1000907563,de Gelderlander,Compleet,,
ELT_Nieuws,ELT_Nieuws,,2,Zij houden zig niet aan de afzpraken.,Man,75 jaar of ouder,3-4 maanden,6/16/2025,ARIA_AD_A1003944338,het AD,Digital Only,Ja,
LLT_Nieuws,LLT_Nieuws,,8,goeie krant,Man,75 jaar of ouder,11-20 jaar,8/18/2025,ARIA_TR_A1000512722,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,"Tevreden met de krant, maar weet dat dat ook komt doordat de ‘kleur’ van de krant (meestal) aansluit bij mijn wereldbeeld. Ben me er bewust van dat dat niet voor iedereen hetzelfde is en dat het dus niet voor iedereen de meest passende krant is.",Vrouw,45-54,6-10 jaar,3/10/2025,ARIA_VK_A1001334535,de Volkskrant,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Vrouw,55-64,3-5 jaar,7/7/2025,ARIA_AD_A1001213509,het AD,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,0,Trouw is de afgelopen jaren zo ontzettend afgegleden van een solide middenkrant ('misschien wel de beste krant van Nederland') tot 'GroenLinks Met Den Bijbel'. Dat is ingezet onder de vorige hoofdredacteur. Ik begrijp niet waarom. Mogelijk ging het commer,Man,45-54,21-30 jaar,6/30/2025,ARIA_TR_A1000816831,Trouw,Digitaal Basis,,Trouw is de afgelopen jaren zo ontzettend afgegleden van een solide middenkrant ('misschien wel de beste krant van Nederland') tot 'GroenLinks Met Den Bijbel'. Dat is ingezet onder de vorige hoofdredacteur. Ik begrijp niet waarom. Mogelijk ging het commer
EXIT_Nieuws,EXIT_Nieuws,,5,Veel teveel bv-nieuws. Het lijkt VTM wel.,Man,65-74,3-5 jaar,6/23/2025,ARIA_HLN_A1001571699,Het Laatste Nieuws,Digital Only,,Veel teveel bv-nieuws
LLT_Magazines,LLT_Magazines,,3,Het is iets te hollands . Geen gewone huiselijke tips om je interieur te opdaten,Vrouw,75 jaar of ouder,Minder dan 6 maanden,7/2/2025,SAP_SVWBE_41090903_10,Stijlvol Wonen,Compleet,,
LLT_Magazines,LLT_Magazines,,8,Goed tijdschrift,Vrouw,45-54,3-5 jaar,7/28/2025,SAP_FLAIR_41123663_10,Flair,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Goede Lokale en landelijke informatie.,Man,65-74,Meer dan 30 jaar,7/7/2025,ARIA_ED_A1003709367,het ED,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,0,Omdat ieder vrij is om een eigen keuze te maken,Man,65-74,3-5 jaar,1/20/2025,ARIA_AD_A1000121727,het AD,Digital Only,,Prijs na aflopen van het contract
LLT_Nieuws,LLT_Nieuws,,6,n.v.t.,Vrouw,55-64,Weet ik niet,3/10/2025,ARIA_BD_A1002589978,Brabants Dagblad,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,9,goede krant,Man,65-74,6-10 jaar,5/6/2025,ARIA_ED_A1002719847,het ED,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,4,"Veel te veel nadruk op kunst, film etc.",Beantwoord ik liever niet,Beantwoord ik liever niet,Meer dan 30 jaar,7/28/2025,ARIA_VK_A1000358031,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,Uw krant brengt altijd betrouwbaar nieuws en goed onderbouwd,Man,75 jaar of ouder,Meer dan 30 jaar,1/27/2025,ARIA_HLN_A1002061762,Het Laatste Nieuws,Compleet,,
EXIT_Magazines,EXIT_Magazines,,8,Overzichtelijk,Man,65-74,Meer dan 30 jaar,7/28/2025,SAP_VRONI_41131968_10,Veronica Superguide,Compleet,,We gaan lange tijd op vakantie.  Vanaf half december  wil ik wel weer een abonnement  tegen een redelijke prijs
LLT_Nieuws,LLT_Nieuws,,10,"Uitstekende verdiepende artikelen, genuanceerd, goed onderbouwd. Goede aandacht voor religie en filosofie.",Man,75 jaar of ouder,3-5 jaar,7/21/2025,ARIA_TR_A1001355248,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Het AD is een uitstekende krant die het nieuws breeduit publiceert en een geweldig sportkatern heeft.,Man,65-74,21-30 jaar,3/31/2025,ARIA_AD_A1002882761,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,Overzichtelijke wijze van presenteren vaan nieuwsberichten,Man,55-64,6-10 jaar,7/28/2025,ARIA_AD_A1002380010,het AD,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,8,Fijne krant,Vrouw,45-54,11-20 jaar,6/9/2025,ARIA_TR_A1000753393,Trouw,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,Omdat ik de Volkskrant een uitstekende krant vind.,Man,75 jaar of ouder,6-10 jaar,3/10/2025,ARIA_VK_A1001003807,de Volkskrant,Zaterdag+ (Hybride),,Uitgebreid telefonisch besproken met een uwer medewerkenden
LLT_Nieuws,LLT_Nieuws,,6,In een krant staat het belangrijkste nieuws over verschillende onderwerpen,Man,45-54,3-5 jaar,3/10/2025,ARIA_TT_A1000027776,Tubantia,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,6,Ik weet dat mensen in mijn vriendenkring andere kranten lezen.,Vrouw,65-74,21-30 jaar,5/19/2025,ARIA_AD_A1001498894,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,5,"Wat ik een leuke of goede krant vind, hoef ik niet aan een ander op te dringen. Ook vind ik de Volkskrant een beetje te links en vooral de zaterdagkrant en ook de donderdagkrant is bijna niet meer door te komen met allerlei nou niet bijzonder interessante",Man,65-74,11-20 jaar,7/14/2025,ARIA_VK_A1002690550,de Volkskrant,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,7,Tja...weinig mensen om aan aan te bevelen in de buurt. Ga niet op n plein staan.??,Vrouw,65-74,Meer dan 30 jaar,1/6/2025,ARIA_AD_A1001076505,het AD,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,Omdat HLN een goede krant is.,Man,55-64,6-10 jaar,4/7/2025,ARIA_HLN_A1001723417,Het Laatste Nieuws,Compleet,,De bedeling van de krant.  Zeer veel keer de krant NIET GEKREGEN!
ELT_Nieuws,ELT_Nieuws,,0,Ze maken het moeilijk om op te zeggen,Beantwoord ik liever niet,25-34,3-4 maanden,5/26/2025,ARIA_HLN_A1003923689,Het Laatste Nieuws,Zaterdag+ (Hybride),Nee,
ELT_Nieuws,ELT_Nieuws,,6,Bezorging laat te wensen over. Heb zaterdag abonnement en krant komt de afgelopen 5 weken vrijwel altijd na 09:00 of helemaal niet,Man,55-64,1-2 maanden,2/10/2025,ARIA_AD_A1003558288,het AD,Zaterdag+ (Hybride),Nee,
LLT_Nieuws,LLT_Nieuws,,10,n.v.t.,Man,65-74,Meer dan 30 jaar,6/9/2025,ARIA_BS_A1000025982,BN DeStem,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,7,Goede krant. Er staan wel vaak verhalen over mensen in die beter in een bijlage vermeld kunnen worden.,Man,75 jaar of ouder,Meer dan 30 jaar,8/11/2025,ARIA_PZ_A1002325442,de PZC,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,"Prima nieuwsgaring, breed spectrum extra's, toegang tot andere kranten. Een minpunt teveel videonieuws bovendien met reclame. Oh nog een, ellenlange podcasts ook met reclame. Ik ben abo om te lezen",Man,65-74,3-5 jaar,7/7/2025,ARIA_AD_A1001041848,het AD,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,9,"Progressief, maar toch objectief. Goede achtergrond stukken. Uitstekende columns.",Man,65-74,6-10 jaar,1/20/2025,ARIA_DM_A1001665383,De Morgen,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,0,Omdat de service de wensen overlaat nadat B post het niet meer in handen heeft.  Als de krant al eens werd geleverd was het soms de verkeerde of er ontbraken delen er van!,Man,45-54,11-20 jaar,7/28/2025,ARIA_HLN_A1001725975,Het Laatste Nieuws,Compleet,,De service liet de wensen over.
EXIT_Nieuws,EXIT_Nieuws,,7,n.v.t.,Man,65-74,Meer dan 30 jaar,7/14/2025,ARIA_VK_A1000550332,de Volkskrant,Compleet,,kosten
LLT_Nieuws,LLT_Nieuws,,3,n.v.t.,Vrouw,75 jaar of ouder,11-20 jaar,7/28/2025,ARIA_HLN_A1002006192,Het Laatste Nieuws,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,Prettige krant,Vrouw,55-64,1-2 maanden,6/2/2025,ARIA_AD_A1003932132,het AD,Compleet,Ja,
EXIT_Nieuws,EXIT_Nieuws,,1,Prijsbeleid,Man,75 jaar of ouder,1-2 jaar,3/31/2025,ARIA_VK_A1002627247,de Volkskrant,Zaterdag+ (Hybride),,Prijsbeleid
EXIT_Nieuws,EXIT_Nieuws,,6,Neutraal. Ieder moet zelf beslissen,Man,65-74,Meer dan 30 jaar,3/31/2025,ARIA_VK_A1000543486,de Volkskrant,Compleet,,Ik had 3 dagbladen. Vanwege de alsmaar oplopende kosten was dat teveel
ELT_Nieuws,ELT_Nieuws,,9,"Ik vind het een heel fijne, leesbare krant met naast nieuws ook veel andere artikelen die me aanspreken.",Vrouw,55-64,1-2 maanden,8/11/2025,ARIA_VK_A1004076417,de Volkskrant,Digital Only,Nee,
LLT_Nieuws,LLT_Nieuws,,5,teveel sensatiegerichte artikels,Vrouw,55-64,11-20 jaar,5/26/2025,ARIA_HLN_A1001978324,Het Laatste Nieuws,Digitaal Basis,,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,75 jaar of ouder,21-30 jaar,3/31/2025,ARIA_VK_A1000596339,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,3,n.v.t.,Man,65-74,Meer dan 30 jaar,7/14/2025,ARIA_DG_A1001259943,de Gelderlander,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,n.v.t.,Vrouw,65-74,6-10 jaar,6/2/2025,ARIA_HLN_A1001617419,Het Laatste Nieuws,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,8,8 is een mooi voldoende,Man,75 jaar of ouder,Meer dan 30 jaar,7/7/2025,ARIA_PZ_A1000616173,de PZC,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,3,Jullie zij te gekleurd geworden,Man,45-54,Weet ik niet,8/4/2025,ARIA_HP_A1003129207,Het Parool,Compleet,,Theodor Holman
LLT_Nieuws,LLT_Nieuws,,9,n.v.t.,Vrouw,65-74,21-30 jaar,6/30/2025,ARIA_PZ_A1000603717,de PZC,Compleet,,
LLT_Magazines,LLT_Magazines,,8,n.v.t.,Vrouw,45-54,11-20 jaar,8/4/2025,SAP_FLAIR_8053053_10,Flair,Compleet,,
LLT_Nieuws,LLT_Nieuws,,0,ik beveel nooit iets aan,Man,75 jaar of ouder,Meer dan 30 jaar,8/25/2025,ARIA_TR_A1002374988,Trouw,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,goeie krant,Man,75 jaar of ouder,11-20 jaar,4/7/2025,ARIA_AD_A1002988620,het AD,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,Nieuws uit de regio,Vrouw,55-64,21-30 jaar,8/18/2025,ARIA_PZ_A1003621511,de PZC,Zaterdag+ (Hybride),,
ELT_Nieuws,ELT_Nieuws,,8,Het is een kwalitatief goede krant met een duidelijk profiel.,Man,35-44,3-4 maanden,6/9/2025,ARIA_TR_A1003945439,Trouw,Compleet,Ja,
ELT_Magazines,ELT_Magazines,,10,Makkelijker en goedkoper dan los aankopen,Vrouw,35-44,1-2 maanden,8/4/2025,SAP_DA_41304902_10,Dag Allemaal,Compleet,Nee,
EXIT_Nieuws,EXIT_Nieuws,,9,Uitstekende krant met ook veel lokale informatie,Man,75 jaar of ouder,6-10 jaar,6/16/2025,ARIA_ED_A1001275371,het ED,Compleet,,n.v.t.
LLT_Nieuws,LLT_Nieuws,,8,Goede veelzijdige krant past bij onze interesse  en ideeën.,Vrouw,65-74,Meer dan 30 jaar,6/2/2025,ARIA_TR_A1000512494,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,6,omdat er te veel sport in staat en te weinig nieuws over de stad,Man,Beantwoord ik liever niet,Meer dan 30 jaar,6/2/2025,ARIA_AD_A1003324306,het AD,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,Het nieuws voor mij begrijpelijk weergegeven en de puzzels,Man,75 jaar of ouder,1-2 jaar,2/24/2025,ARIA_AD_A1002549272,het AD,Compleet,,Bezuiniging van mijn uitgaven bij een volle abonnementprijs
EXIT_Magazines,EXIT_Magazines,,0,Het is niet mijn ding. Ik heb niet zoveel  met mensen die hun levenservaringen of meningen willen delen.,Vrouw,75 jaar of ouder,6-12 maanden,7/7/2025,SAP_LIBEL_40696512_10,Libelle,Compleet,,Ik ben niet zo geïnteresseerd in al die dingen. Ik maakte alleen de puzzels.
LLT_Magazines,LLT_Magazines,,8,Gezellig blad met van alles.,Vrouw,75 jaar of ouder,21-30 jaar,8/25/2025,SAP_MARGR_34293540_30,Margriet,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,"Goede krant, vermakelijk en informatief",Vrouw,35-44,3-4 maanden,6/2/2025,ARIA_VK_A1003924435,de Volkskrant,Zaterdag+ (Hybride),Ja,
LLT_Nieuws,LLT_Nieuws,,10,Ben al jaren tevreden over  Het Laatste Nieuws,Vrouw,65-74,11-20 jaar,4/28/2025,ARIA_HLN_A1001941698,Het Laatste Nieuws,Compleet,,
ELT_Magazines,ELT_Magazines,,10,Veel nieuwtjes,Man,75 jaar of ouder,5-6 maanden,8/25/2025,SAP_DA_41346982_10,Dag Allemaal,Compleet,Weet ik niet,
LLT_Nieuws,LLT_Nieuws,,3,"Om twee punten: duur en je krijgt nooit een waardering, bv , vorig jaar kon je bij een 10 weeks abonnement een boek uitzoeken. iemand die al jaren lid van BN deStem  is krijgt niets. Hier heb ik wel eens over gecommuniceerd maar het antwoord vond ik bened",Man,65-74,Meer dan 30 jaar,4/7/2025,ARIA_BS_A1002854636,BN DeStem,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,Vele artikelen  staan ook in  het Eindhovens Dagblad  er staan ook nieuwe  artikelen in,Vrouw,55-64,6-12 maanden,1/20/2025,ARIA_AD_A1003191408,het AD,Zaterdag+ (Hybride),,
ELT_Magazines,ELT_Magazines,,0,"Het blad gaat bijna alleen maar over electrische auto,s.",Man,65-74,1-2 maanden,7/2/2025,SAP_AUTOW_41240337_10,AutoWeek,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,6,Omdat mijn tevredenheid aan het veranderen is,Beantwoord ik liever niet,Beantwoord ik liever niet,21-30 jaar,8/25/2025,ARIA_VK_A1000824914,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,0,De laatste 2 weken hebben we 4x de krant van ons 3-jaarlijks abonnement niet ontvangen. Plezant is iets anders.,Vrouw,65-74,6-10 jaar,8/11/2025,ARIA_HLN_A1001947834,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,5,We hebben een digitaal abbonement met zaterdag op papier. Nu hebben we al 8 opeen volgende weken de zaterdag krant niet op papier ontvangen. Als ik n bezorgklacht indien krijgen we alleen een automatisch replay antwoord. Er veranderd niets aan de situatie,Vrouw,65-74,Meer dan 30 jaar,7/14/2025,ARIA_ED_A1001377440,het ED,Zaterdag+ (Hybride),,
ELT_Magazines,ELT_Magazines,,10,"Omdat er niets negatiefs te zeggen is over een Donald Duck, altijd aanraden.",Man,35-44,1-2 maanden,7/14/2025,SAP_DONAL_41268369_10,Donald Duck,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,7,leuk om her regionale nieuws te volgen,Man,55-64,6-12 maanden,8/18/2025,ARIA_PZ_A1003639015,de PZC,Digitaal Basis,,
LLT_Nieuws,LLT_Nieuws,,6,"bezorging laat veel te wensen over na overschakeling : meestal te laat, soms helemaal niet. reeds meermaals klacht ingediend,maar geen verbetering",Man,55-64,3-5 jaar,8/25/2025,ARIA_HLN_A1001697919,Het Laatste Nieuws,Compleet,,
ELT_Magazines,ELT_Magazines,,9,Mijn moeder heeft meer dan 50 jaar de libelle gelezen. Die mocht ik altijd al bij haar lezen.,Vrouw,75 jaar of ouder,1-2 maanden,7/28/2025,SAP_LIBEL_41292899_10,Libelle,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,10,"Betrouwbaar in informatie, kritisch en veelzijdig.",Man,75 jaar of ouder,Meer dan 30 jaar,8/11/2025,ARIA_VK_A1000756474,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,Ben tevreden met wat ik heb,Man,65-74,6-10 jaar,1/6/2025,ARIA_BD_A1000618175,Brabants Dagblad,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,n.v.t.,Man,55-64,1-2 maanden,8/18/2025,ARIA_AD_A1004091877,het AD,Zaterdag+ (Hybride),Nee,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,75 jaar of ouder,Meer dan 30 jaar,4/21/2025,ARIA_VK_A1002142656,de Volkskrant,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,n.v.t.,Vrouw,55-64,3-4 maanden,6/30/2025,ARIA_DG_A1003984325,de Gelderlander,Digital Only,Ja,
EXIT_Nieuws,EXIT_Nieuws,,7,"De artikelen zijn goed, de app goed beschikbaar",Vrouw,25-34,3-5 jaar,5/13/2025,ARIA_DG_A1001426544,de Gelderlander,Digitaal Basis,,Prijs
ELT_Nieuws,ELT_Nieuws,,6,n.v.t.,Vrouw,55-64,1-2 maanden,7/7/2025,ARIA_HLN_A1003998467,Het Laatste Nieuws,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,65-74,Meer dan 30 jaar,8/25/2025,ARIA_AD_A1000738208,het AD,Compleet,,
ELT_Nieuws,ELT_Nieuws,,10,n.v.t.,Vrouw,65-74,Weet ik niet zeker,7/14/2025,ARIA_VK_A1004012318,de Volkskrant,Digital Only,Nee,
LLT_Nieuws,LLT_Nieuws,,8,Goed te lezen krant met een open mind.,Man,65-74,6-10 jaar,6/30/2025,ARIA_AD_A1001164255,het AD,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,4,Teveel dezelfde artikels en teveel interviews met zogezegde experten,Man,45-54,3-5 jaar,6/16/2025,ARIA_HLN_A1002647159,Het Laatste Nieuws,Digitaal Basis,,Teveel interviews met dezelfde personen. Zoals die housen die zijn hoed naar de wind zet.
LLT_Nieuws,LLT_Nieuws,,8,gewoon goed dagblad,Man,55-64,Meer dan 30 jaar,8/11/2025,ARIA_VK_A1001480476,de Volkskrant,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,9,Ik ben tevreden!,Man,65-74,Meer dan 30 jaar,6/30/2025,ARIA_PZ_A1000885139,de PZC,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,5,ik heb met een aantal personen die wekelijk hun colum schrijven nog weleens moeilijk. Bijv. die mevrouw uit Borne en die man uit Diepenheim.,Man,75 jaar of ouder,Meer dan 30 jaar,5/6/2025,ARIA_TT_A1000653415,Tubantia,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,Prima voor met name lokaal nieuws; loopt soms wel wat achter bij de actualiteit,Man,65-74,3-4 maanden,6/2/2025,ARIA_ST_A1003939802,de Stentor,Digital Only,Nee,
LLT_Nieuws,LLT_Nieuws,,5,Eigenlijk vrij duur voor wat het maar is. Ben initieel ingegaan op en promotie en is automatisch verlengd.,Man,55-64,Weet ik niet,5/19/2025,ARIA_HLN_A1001704362,Het Laatste Nieuws,Digitaal Basis,,
EXIT_Nieuws,EXIT_Nieuws,,0,ben het absoluut oneens met de matige kolomisten. Het is alleen maar verdoemenis en geen sprankje humor.,Man,75 jaar of ouder,Meer dan 30 jaar,3/10/2025,ARIA_VK_A1001317765,de Volkskrant,Compleet,,het sombere wereldbeeld
LLT_Nieuws,LLT_Nieuws,,6,Moet iedereen zelf bepalen,Man,65-74,6-10 jaar,8/25/2025,ARIA_ED_A1000102063,het ED,Digitaal Basis,,
LLT_Nieuws,LLT_Nieuws,,5,Vaak oud nieuws,Man,75 jaar of ouder,1-2 jaar,8/4/2025,ARIA_AD_A1003280201,het AD,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,0,Quotes zijn belangrijker dan journalistiek,Man,45-54,Weet ik niet,6/16/2025,ARIA_HLN_A1003703412,Het Laatste Nieuws,Digitaal Basis,,
LLT_Magazines,LLT_Magazines,,8,n.v.t.,Beantwoord ik liever niet,Beantwoord ik liever niet,6-10 jaar,8/25/2025,SAP_DONAL_41156603_10,Donald Duck,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,65-74,Meer dan 30 jaar,5/6/2025,ARIA_BS_A1000916745,BN DeStem,Compleet,,
ELT_Magazines,ELT_Magazines,,10,Leuk weekblad,Vrouw,75 jaar of ouder,1-2 maanden,7/14/2025,SAP_MARGR_41257903_10,Margriet,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,6,Niet iedereen heeft dezelfde interesses.,Man,65-74,Meer dan 30 jaar,8/18/2025,ARIA_VK_A1000409976,de Volkskrant,Digital Only,,
LLT_Magazines,LLT_Magazines,,9,"Verschillende onderwerpen komen aan bod in 1 magazine : glamour, koken, human interest, maatschappelijke onderwerpen en TV kids.",Vrouw,55-64,3-5 jaar,7/2/2025,SAP_DA_39734468_10,Dag Allemaal,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,Artikelen over algemeen nieuws & sport zijn voldoende. Stad en streek vaak matih,Man,55-64,Meer dan 30 jaar,6/9/2025,ARIA_BS_A1000642138,BN DeStem,Compleet,,
EXIT_Magazines,EXIT_Magazines,,3,"ik heb er niet zoveel meer mee, alles elektrisch en das niet mijn ding. ik begrijp ook dat het wel veranderd, maar das dan voor de volgende generatie.",Man,55-64,Weet ik niet,7/2/2025,SAP_AUTOW_39820595_10,AutoWeek,Compleet,,mijn interesse in de elektrische auto is er niet. Dus dan lees je het  blad ook niet tot veel minder.
LLT_Magazines,LLT_Magazines,,7,Gewoon,Vrouw,45-54,3-5 jaar,7/2/2025,SAP_DA_39629554_10,Dag Allemaal,Compleet,,
ELT_Nieuws,ELT_Nieuws,,7,n.v.t.,Man,65-74,1-2 maanden,6/2/2025,ARIA_HLN_A1003897326,Het Laatste Nieuws,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,7,Voor veel mensen is een papieren krant te duur. Jonge mensen hebben vaak andere bronnen,Vrouw,75 jaar of ouder,Meer dan 30 jaar,2/17/2025,ARIA_VK_A1000554018,de Volkskrant,Compleet,,
ELT_Nieuws,ELT_Nieuws,,9,"Mezza heel prettig, krant lees ik ook graag (alleen op zaterdag)",Man,45-54,1-2 maanden,4/28/2025,ARIA_AD_A1003756657,het AD,Zaterdag+ (Hybride),Ja,
LLT_Nieuws,LLT_Nieuws,,5,Berichtgeving in de krant is veranderd.,Man,65-74,3-5 jaar,7/21/2025,ARIA_AD_A1000240336,het AD,Digitaal Basis,,
LLT_Magazines,LLT_Magazines,,5,Ik hou niet zo van iemand iets aanbevelen!,Vrouw,65-74,6-12 maanden,8/4/2025,SAP_LIBEL_40863919_10,Libelle,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,n.v.t.,Man,65-74,6-10 jaar,6/30/2025,ARIA_DM_A1002923364,De Morgen,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,"Het is een fijne krant, de berichten zijn up to date en er staan vaak interessante reportages in  de krant",Vrouw,55-64,11-20 jaar,6/30/2025,ARIA_AD_A1001324557,het AD,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,9,"Ik vind het een goed leesbare krant, met teksten die zijn onderbouwd, als ook breed gevarieerd.",Vrouw,65-74,Meer dan 30 jaar,7/21/2025,ARIA_TR_A1001494363,Trouw,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,"Ik vind het een goede en betrouwbare krant, maar niet iedereen zal het daarmee eens zijn",Vrouw,55-64,11-20 jaar,3/18/2025,ARIA_TR_A1001005598,Trouw,Zaterdag+ (Hybride),,
ELT_Magazines,ELT_Magazines,,3,n.v.t.,Man,65-74,1-2 maanden,7/14/2025,SAP_VTWON_41239618_10,vtwonen,Compleet,Nee,
ELT_Nieuws,ELT_Nieuws,,7,n.v.t.,Man,65-74,1-2 maanden,8/18/2025,ARIA_AD_A1004129067,het AD,Digital Only,Nee,
LLT_Magazines,LLT_Magazines,,7,staan veel zaken in die mij niet interesseren ... zal wel aan mijn leeftijd liggen,Man,75 jaar of ouder,Meer dan 30 jaar,8/25/2025,SAP_VRONI_17386334_10,Veronica Superguide,Compleet,,
